Transaction Amount,Transaction Date,Is Fraudulent,Customer ID,hour_of_day,day_of_week,is_weekend,days_since_epoch,time_since_last_txn,amount_scaled,Institution,SyntheticChunkID
3.566,1970-03-01 16:47:11,0,5812,18,6,1,51,,-0.7826020024782062,Institution_A,Chunk_2
236.0725852036852,2024-01-16 01:59:36,0,a7ac870f-adee-4b04-b926-36b2b3a6021f,12,5,1,19726,,0.5785255825615876,Institution_B,Chunk_2
93.00306633299708,2024-01-22 02:12:10,0,5f60c6f3-ef0a-4de7-8b8c-9e379a440ddf,0,5,1,19747,,-0.14601340357714349,Institution_B,Chunk_2
200.84401679072354,1970-01-06 09:21:14,0,40c82081-b52f-4480-92e3-c55fa0ab4b9a,20,1,0,33,,2.8642959801613532,Institution_A,Chunk_2
24.373479934425745,1970-02-12 16:21:22,0,6174,23,3,0,52,,0.07564631113389975,Institution_A,Chunk_2
97.23890816117174,2024-01-28 07:59:48,0,2e715837-b029-450b-ba4c-3a311963d50b,21,4,0,19752,,1.4022379207070361,Institution_B,Chunk_2
81.49424104131364,2024-01-24 23:52:54,0,980e77c8-3850-4900-9faf-19c8549bcb92,19,0,0,19750,,-0.29032832782477513,Institution_B,Chunk_2
24.761358098613666,1970-03-12 06:40:26,0,9112,0,3,0,85,9827.0,-0.49444847371786915,Institution_A,Chunk_2
34.858485664353076,1970-03-21 12:26:40,0,47227468-f185-4e81-9d5b-1750e185d7ef,19,1,0,67,13041.0,-0.3251801305911352,Institution_A,Chunk_2
48.98812222792926,1970-06-05 11:40:58,0,40c82081-b52f-4480-92e3-c55fa0ab4b9a,20,1,0,143,,-0.19455524424611634,Institution_A,Chunk_2
123.721629286491,2024-03-03 16:34:59,0,8c69aaeb-be20-4a62-9eee-b365bc8ce62b,21,5,1,19785,,0.5187407703209689,Institution_B,Chunk_2
279.14931621817345,2024-01-21 00:19:43,0,28b32946-fc61-4641-adcb-16cabbe78ae1,4,4,0,19744,,4.043937429224779,Institution_B,Chunk_2
57.924127019230184,1970-04-23 15:33:04,0,eb409853-f0df-40e1-bd27-4255dd0ea667,21,6,1,140,,0.5260022563310538,Institution_A,Chunk_2
71.05380157782437,2024-01-09 07:30:21,0,894e3dae-c1e5-485a-84d2-646bd4468747,19,0,0,19732,163434.0,-0.06679162582843523,Institution_B,Chunk_2
61.62153015582149,1970-04-29 01:15:08,0,15066,19,6,1,140,,-0.2513985667305925,Institution_A,Chunk_2
47.76467267108737,2024-02-09 20:20:22,0,4f7e217a-c0a8-4e6d-b9ef-764e4aa5f67f,13,2,0,19768,,0.12776208257364097,Institution_B,Chunk_2
855.6115121086507,2024-02-01 16:22:19,0,f188fbc0-0bf8-4656-9947-ac0cafd19355,21,5,1,19743,,11.034283440105357,Institution_B,Chunk_2
255.3674283432023,2024-02-07 16:33:47,0,b842f0cc-127c-4345-bc5a-fbb9734529f7,6,4,0,19749,163436.0,2.7156080797212674,Institution_B,Chunk_2
198.4149884421842,2024-01-19 19:46:23,0,bb694e65-326b-4f1a-90a5-10a6ca311bb6,16,4,0,19746,,1.524327051435398,Institution_B,Chunk_2
448.5522648899414,2024-01-25 21:18:29,0,fc73dbba-67eb-40ad-838d-a94ad219eaa5,21,5,1,19748,,6.804289696413908,Institution_B,Chunk_2
230.43363368221213,2024-02-20 08:33:43,0,366574a7-d7c0-4d53-b979-1aa1f055d784,16,6,1,19760,,1.1903961944008232,Institution_B,Chunk_2
161.83717425758732,2024-02-18 23:26:01,0,791017fa-ee53-41e3-a531-3508b11aea05,14,1,0,19774,163283.0,1.5829779129600987,Institution_B,Chunk_2
70.93011683676625,2024-03-08 03:53:54,0,d8115d16-c9f2-430c-8fc6-046ac276d31d,19,2,0,19790,163421.0,-0.27076573334546583,Institution_B,Chunk_2
340.29174162693624,1970-04-29 16:01:10,0,18018,18,1,0,113,,3.035656791062705,Institution_A,Chunk_2
376.9436564677323,2024-03-08 03:53:54,0,d21d4722-7bcd-4667-be7f-aac6a0d6b152,0,2,0,19790,,3.593485172473053,Institution_B,Chunk_2
99.69569176861319,2023-12-25 10:55:33,0,a0322487-2ada-494c-870f-60c8dc6bfff2,0,6,1,19725,164558.0,0.5178216236011289,Institution_B,Chunk_2
671.312638871177,2024-02-08 05:37:53,0,1c37ffa6-0d53-496c-ac53-080831c71f52,19,1,0,19754,,7.366803213807653,Institution_B,Chunk_2
142.69120633390673,2024-01-24 01:03:50,0,90ab00d3-0f2f-49ac-9ec8-93d89d1afe43,9,4,0,19747,,1.0180730524540864,Institution_B,Chunk_2
84.59094349821845,2024-02-17 06:55:02,0,3b3d7927-8b8c-4e51-8017-1ab5ff6809c1,18,2,0,19771,,0.1879748261834791,Institution_B,Chunk_2
92.18305199722849,1970-05-11 09:21:17,0,12839,21,5,1,132,,0.6264830962043075,Institution_A,Chunk_2
279.35213273876315,1970-05-26 14:41:54,0,10856,21,1,0,115,29483.0,2.737879546070496,Institution_A,Chunk_2
328.3154320718313,2024-02-03 03:26:02,0,21cedee5-0b7f-48e2-810b-71e2576ce2c7,14,2,0,19766,163321.0,2.9783890238578516,Institution_B,Chunk_2
